lon,lat,mean
-7.71787,41.5,0.042
-7.71787,41.6,0.041
-7.71787,41.7,0.041
-7.71787,41.8,0.041
-7.71787,41.9,0.041
-7.71787,42,0.041
-7.71787,42.1,0.042
-7.71787,42.2,0.042
-7.61787,36.9,0.197
-7.61787,37,0.185
-7.61787,37.1,0.175
-7.61787,37.2,0.163
-7.61787,37.3,0.144
-7.61787,37.4,0.117
-7.61787,37.5,0.098
-7.61787,37.6,0.088
-7.61787,37.7,0.081
-7.61787,37.8,0.076
-7.61787,37.9,0.072
-7.61787,38,0.069
-7.61787,38.1,0.067
-7.61787,38.2,0.066
-7.61787,38.3,0.065
-7.61787,38.4,0.064
-7.61787,38.5,0.063
-7.61787,38.6,0.062
-7.61787,38.7,0.062
-7.61787,38.8,0.061
-7.61787,38.9,0.06
-7.61787,39,0.06
-7.61787,39.1,0.059
-7.61787,39.2,0.058
-7.61787,39.3,0.057
-7.61787,39.4,0.057
-7.61787,39.5,0.056
-7.61787,39.6,0.055
-7.61787,39.7,0.054
-7.61787,39.8,0.054
-7.61787,39.9,0.053
-7.61787,40,0.052
-7.61787,40.1,0.051
-7.61787,40.2,0.05
-7.61787,40.3,0.049
-7.61787,40.4,0.049
-7.61787,40.5,0.048
-7.61787,40.6,0.048
-7.61787,40.7,0.047
-7.61787,40.8,0.046
-7.61787,40.9,0.045
-7.61787,41,0.045
-7.61787,41.1,0.044
-7.61787,41.2,0.043
-7.61787,41.3,0.042
-7.61787,41.4,0.042
-7.61787,41.5,0.041
-7.61787,41.6,0.041
-7.61787,41.7,0.04
-7.61787,41.8,0.04
-7.61787,41.9,0.04
-7.61787,42,0.04
-7.61787,42.1,0.04
-7.61787,42.2,0.041
-7.51787,36.9,0.196
-7.51787,37,0.185
-7.51787,37.1,0.174
-7.51787,37.2,0.16
-7.51787,37.3,0.14
-7.51787,37.4,0.113
-7.51787,37.5,0.095
-7.51787,37.6,0.085
-7.51787,37.7,0.078
-7.51787,37.8,0.073
-7.51787,37.9,0.069
-7.51787,38,0.067
-7.51787,38.1,0.065
-7.51787,38.2,0.063
-7.51787,38.3,0.062
-7.51787,38.4,0.061
-7.51787,38.5,0.061
-7.51787,38.6,0.06
-7.51787,38.7,0.059
-7.51787,38.8,0.059
-7.51787,38.9,0.058
-7.51787,39,0.057
-7.51787,39.1,0.057
-7.51787,39.2,0.056
-7.51787,39.3,0.055
-7.51787,39.4,0.054
-7.51787,39.5,0.054
-7.51787,39.6,0.053
-7.51787,39.7,0.052
-7.51787,39.8,0.052
-7.51787,39.9,0.051
-7.51787,40,0.05
-7.51787,40.1,0.05
-7.51787,40.2,0.049
-7.51787,40.3,0.048
-7.51787,40.4,0.047
-7.51787,40.5,0.047
-7.51787,40.6,0.047
-7.51787,40.7,0.046
-7.51787,40.8,0.045
-7.51787,40.9,0.045
-7.51787,41,0.044
-7.51787,41.1,0.043
-7.51787,41.2,0.043
-7.51787,41.3,0.042
-7.51787,41.4,0.041
-7.51787,41.5,0.041
-7.51787,41.6,0.04
-7.51787,41.7,0.04
-7.51787,41.8,0.039
-7.51787,41.9,0.039
-7.51787,42,0.039
-7.51787,42.1,0.039
-7.51787,42.2,0.039
-7.41787,36.9,0.194
-7.41787,37,0.184
-7.41787,37.1,0.172
-7.41787,37.2,0.157
-7.41787,37.3,0.134
-7.41787,37.4,0.108
-7.41787,37.5,0.092
-7.41787,37.6,0.082
-7.41787,37.7,0.075
-7.41787,37.8,0.07
-7.41787,37.9,0.067
-7.41787,38,0.064
-7.41787,38.1,0.062
-7.41787,38.2,0.061
-7.41787,38.3,0.06
-7.41787,38.4,0.059
-7.41787,38.5,0.058
-7.41787,38.6,0.058
-7.41787,38.7,0.057
-7.41787,38.8,0.056
-7.41787,38.9,0.056
-7.41787,39,0.055
-7.41787,39.1,0.054
-7.41787,39.2,0.054
-7.41787,39.3,0.053
-7.41787,39.4,0.052
-7.41787,39.5,0.052
-7.41787,39.6,0.051
