lon,lat,mean
-8.4179,39.8000,0.0864
-8.4179,39.9000,0.0823
-8.4179,40.0000,0.0776
-8.4179,40.1000,0.0744
-8.4179,40.2000,0.0723
-8.4179,40.3000,0.0704
-8.4179,40.4000,0.0688
-8.4179,40.5000,0.0667
-8.4179,40.6000,0.0649
-8.4179,40.7000,0.0634
-8.4179,40.8000,0.0618
-8.4179,40.9000,0.0599
-8.4179,41.0000,0.0584
-8.4179,41.1000,0.0570
-8.4179,41.2000,0.0557
-8.4179,41.3000,0.0543
-8.4179,41.4000,0.0532
-8.4179,41.5000,0.0522
-8.4179,41.6000,0.0513
-8.4179,41.7000,0.0505
-8.4179,41.8000,0.0500
-8.4179,41.9000,0.0494
-8.4179,42.0000,0.0489
-8.4179,42.1000,0.0484
-8.4179,42.2000,0.0479
-8.3179,36.9000,0.1957
-8.3179,37.0000,0.1828
-8.3179,37.1000,0.1731
-8.3179,37.2000,0.1653
-8.3179,37.3000,0.1547
-8.3179,37.4000,0.1442
-8.3179,37.5000,0.1308
-8.3179,37.6000,0.1213
-8.3179,37.7000,0.1142
-8.3179,37.8000,0.1082
-8.3179,37.9000,0.1040
-8.3179,38.0000,0.1018
-8.3179,38.1000,0.1016
-8.3179,38.2000,0.1055
-8.3179,38.3000,0.1081
-8.3179,38.4000,0.1098
-8.3179,38.5000,0.1103
-8.3179,38.6000,0.1128
-8.3179,38.7000,0.1149
-8.3179,38.8000,0.1157
-8.3179,38.9000,0.1161
-8.3179,39.0000,0.1168
-8.3179,39.1000,0.1160
-8.3179,39.2000,0.1133
-8.3179,39.3000,0.1118
-8.3179,39.4000,0.1093
-8.3179,39.5000,0.0993
-8.3179,39.6000,0.0913
-8.3179,39.7000,0.0865
-8.3179,39.8000,0.0831
-8.3179,39.9000,0.0795
-8.3179,40.0000,0.0760
-8.3179,40.1000,0.0730
-8.3179,40.2000,0.0710
-8.3179,40.3000,0.0693
-8.3179,40.4000,0.0678
-8.3179,40.5000,0.0657
-8.3179,40.6000,0.0640
-8.3179,40.7000,0.0626
-8.3179,40.8000,0.0610
-8.3179,40.9000,0.0592
-8.3179,41.0000,0.0576
-8.3179,41.1000,0.0563
-8.3179,41.2000,0.0551
-8.3179,41.3000,0.0539
-8.3179,41.4000,0.0528
-8.3179,41.5000,0.0518
-8.3179,41.6000,0.0511
-8.3179,41.7000,0.0504
-8.3179,41.8000,0.0499
-8.3179,41.9000,0.0494
-8.3179,42.0000,0.0489
-8.3179,42.1000,0.0485
-8.3179,42.2000,0.0481
-8.2179,36.9000,0.2024
-8.2179,37.0000,0.1862
-8.2179,37.1000,0.1749
-8.2179,37.2000,0.1659
-8.2179,37.3000,0.1546
-8.2179,37.4000,0.1436
-8.2179,37.5000,0.1294
-8.2179,37.6000,0.1193
-8.2179,37.7000,0.1128
-8.2179,37.8000,0.1069
-8.2179,37.9000,0.1013
-8.2179,38.0000,0.0981
-8.2179,38.1000,0.0978
-8.2179,38.2000,0.0995
-8.2179,38.3000,0.1010
-8.2179,38.4000,0.1013
-8.2179,38.5000,0.1016
-8.2179,38.6000,0.1026
-8.2179,38.7000,0.1028
-8.2179,38.8000,0.1036
-8.2179,38.9000,0.1035
-8.2179,39.0000,0.1035
-8.2179,39.1000,0.1025
-8.2179,39.2000,0.1008
-8.2179,39.3000,0.0991
-8.2179,39.4000,0.0963
-8.2179,39.5000,0.0910
-8.2179,39.6000,0.0856
-8.2179,39.7000,0.0819
-8.2179,39.8000,0.0791
-8.2179,39.9000,0.0761
-8.2179,40.0000,0.0732
-8.2179,40.1000,0.0709
-8.2179,40.2000,0.0692
-8.2179,40.3000,0.0676
-8.2179,40.4000,0.0662
-8.2179,40.5000,0.0644
-8.2179,40.6000,0.0628
-8.2179,40.7000,0.0614
-8.2179,40.8000,0.0599
-8.2179,40.9000,0.0582
-8.2179,41.0000,0.0566
-8.2179,41.1000,0.0554
-8.2179,41.2000,0.0543
-8.2179,41.3000,0.0533
-8.2179,41.4000,0.0522
-8.2179,41.5000,0.0513
-8.2179,41.6000,0.0507
-8.2179,41.7000,0.0501
-8.2179,41.8000,0.0498
-8.2179,41.9000,0.0493
-8.2179,42.0000,0.0489
-8.2179,42.1000,0.0485
-8.2179,42.2000,0.0481
-8.1179,36.9000,0.2048
-8.1179,37.0000,0.1841
-8.1179,37.1000,0.1748
-8.1179,37.2000,0.1657
-8.1179,37.3000,0.1539
-8.1179,37.4000,0.1420
-8.1179,37.5000,0.1272
-8.1179,37.6000,0.1183
-8.1179,37.7000,0.1114
-8.1179,37.8000,0.1046
-8.1179,37.9000,0.0979
-8.1179,38.0000,0.0958
-8.1179,38.1000,0.0949
-8.1179,38.2000,0.0948
-8.1179,38.3000,0.0943
-8.1179,38.4000,0.0945
-8.1179,38.5000,0.0952
-8.1179,38.6000,0.0956
-8.1179,38.7000,0.0952
-8.1179,38.8000,0.0948
-8.1179,38.9000,0.0950
-8.1179,39.0000,0.0949
-8.1179,39.1000,0.0937
-8.1179,39.2000,0.0920
-8.1179,39.3000,0.0904
-8.1179,39.4000,0.0878
-8.1179,39.5000,0.0847
-8.1179,39.6000,0.0811
-8.1179,39.7000,0.0782
-8.1179,39.8000,0.0759
-8.1179,39.9000,0.0733
-8.1179,40.0000,0.0708
-8.1179,40.1000,0.0689
-8.1179,40.2000,0.0675
-8.1179,40.3000,0.0661
-8.1179,40.4000,0.0648
-8.1179,40.5000,0.0631
-8.1179,40.6000,0.0616
-8.1179,40.7000,0.0602
-8.1179,40.8000,0.0588
-8.1179,40.9000,0.0571
-8.1179,41.0000,0.0558
-8.1179,41.1000,0.0547
-8.1179,41.2000,0.0536
-8.1179,41.3000,0.0527
-8.1179,41.4000,0.0518
-8.1179,41.5000,0.0509
-8.1179,41.6000,0.0503
-8.1179,41.7000,0.0499
-8.1179,41.8000,0.0496
-8.1179,41.9000,0.0492
-8.1179,42.0000,0.0488
-8.1179,42.1000,0.0483
-8.1179,42.2000,0.0481
-8.0179,36.9000,0.2051
-8.0179,37.0000,0.1841
-8.0179,37.1000,0.1743
-8.0179,37.2000,0.1651
-8.0179,37.3000,0.1526
-8.0179,37.4000,0.1403
-8.0179,37.5000,0.1260
-8.0179,37.6000,0.1168
-8.0179,37.7000,0.1096
-8.0179,37.8000,0.1026
-8.0179,37.9000,0.0964
-8.0179,38.0000,0.0938
-8.0179,38.1000,0.0924
-8.0179,38.2000,0.0913
-8.0179,38.3000,0.0898
