#,,,,,"generated_by='OpenQuake engine 3.25.0-git8d6ee50a21', start_date='2026-03-04T09:01:17', checksum=3746912572, kind='quantile-0.05', investigation_time=1.0"
lon,lat,PGA-0.002105,PGA-0.000404,SA(1.0)-0.002105,SA(1.0)-0.000404
-8.91787,39.80000,6.282328E-02,1.353929E-01,4.433272E-02,9.496788E-02
-8.91787,39.90000,5.712467E-02,1.239879E-01,4.061078E-02,8.652782E-02
-8.91787,40.00000,5.379327E-02,1.173345E-01,3.823445E-02,8.106246E-02
-8.91787,40.10000,5.085863E-02,1.101595E-01,3.599816E-02,7.521264E-02
-8.91787,40.20000,4.775577E-02,1.038398E-01,3.373016E-02,7.040048E-02
-8.91787,40.30000,4.589385E-02,1.003532E-01,3.216660E-02,6.718063E-02
-8.91787,40.40000,4.439544E-02,9.775024E-02,3.082034E-02,6.447598E-02
-8.91787,40.50000,4.306713E-02,9.578837E-02,2.961140E-02,6.231556E-02
-8.91787,40.60000,4.188044E-02,9.414138E-02,2.851486E-02,6.043279E-02
-8.91787,40.70000,4.075893E-02,9.264576E-02,2.749910E-02,5.878275E-02
-8.91787,40.80000,3.969204E-02,9.113611E-02,2.650649E-02,5.714867E-02
-8.91787,40.90000,3.886875E-02,9.024016E-02,2.563040E-02,5.596835E-02
-8.91787,41.00000,3.797516E-02,8.912773E-02,2.479713E-02,5.464048E-02
-8.91787,41.10000,3.709578E-02,8.793491E-02,2.402384E-02,5.325814E-02
-8.91787,41.20000,3.618692E-02,8.644427E-02,2.329580E-02,5.173019E-02
-8.91787,41.30000,3.530158E-02,8.489095E-02,2.264815E-02,5.046856E-02
-8.91787,41.40000,3.463303E-02,8.345304E-02,2.217118E-02,4.980038E-02
-8.91787,41.50000,3.417593E-02,8.236182E-02,2.184836E-02,4.971202E-02
-8.91787,41.60000,3.387808E-02,8.179712E-02,2.163479E-02,4.992230E-02
-8.91787,41.70000,3.362953E-02,8.125968E-02,2.149183E-02,5.013041E-02
-8.91787,41.80000,3.360759E-02,8.126585E-02,2.144377E-02,5.065566E-02
-8.91787,41.90000,3.362196E-02,8.121205E-02,2.142773E-02,5.107855E-02
-8.91787,42.00000,3.363822E-02,7.963253E-02,2.142164E-02,5.107189E-02
-8.91787,42.10000,3.365521E-02,7.827615E-02,2.142548E-02,5.009221E-02
-8.91787,42.20000,3.380153E-02,7.771002E-02,2.147056E-02,4.926014E-02
-8.81787,36.90000,1.106794E-01,1.960991E-01,9.115592E-02,1.707917E-01
-8.81787,37.00000,1.079027E-01,1.892807E-01,8.765540E-02,1.622619E-01
-8.81787,37.10000,1.043441E-01,1.827559E-01,8.393580E-02,1.534278E-01
-8.81787,37.20000,9.968937E-02,1.748257E-01,7.989887E-02,1.444278E-01
-8.81787,37.30000,9.369454E-02,1.634958E-01,7.477609E-02,1.341948E-01
-8.81787,37.40000,8.956516E-02,1.558556E-01,7.097238E-02,1.267387E-01
-8.81787,37.50000,8.757217E-02,1.537375E-01,6.865618E-02,1.223390E-01
-8.81787,37.60000,8.583818E-02,1.528042E-01,6.677740E-02,1.192870E-01
-8.81787,37.70000,8.468810E-02,1.539556E-01,6.553932E-02,1.181168E-01
-8.81787,37.80000,8.575135E-02,1.596983E-01,6.577997E-02,1.204075E-01
